config_id,sweep_type,target_eigenvalue_radius,target_condition_V,actual_spectral_radius,actual_condition_V,N,L,T_test,seed,trivial_max_eigenvalue,trivial_max_operator_norm,contract_C1,contract_C2,contract_C5,contract_C3,contract_C4,contract_C6,diverged,growth_ratio,log_growth,memory_retention,log_retention,final_norm
NN64,non_normal,1.005,10.0,0.9988754011786471,33.85747075550967,16,2,200,1,0.9988754011786471,1.086977407360593,1061.0998924079868,1.2616210857886943,0.09857670333573429,0.9988754011786471,100000000.0,0.054099359297126726,False,0.017822450654146435,-4.027296343715477,0.17098812799585347,-1.7661611518144713,0.02312541891120501
NN65,non_normal,1.005,10.0,0.9942130911777882,53.07231207422338,16,2,200,2,0.9997887277189044,1.086977407360593,1656.1444881833872,1.2909522711675883,0.14912197327048354,0.9997887277189044,100000000.0,0.05535752730400567,True,19.39327902374549,2.9649265639693883,0.21893235427608088,-1.5189924814644107,17.93747155295564
NN66,non_normal,1.005,10.0,0.9997887277189044,15.863683560308564,16,2,200,3,1.0041658840280605,1.1037855651566402,2512.9871506171075,1.2994758983407855,0.1382079307982847,1.0041658840280605,100000000.0,0.053323551928737944,False,1.4326547617035235,0.3595291998644892,0.5190551224292144,-0.6557451925365282,1.11665609217235
NN67,non_normal,1.005,100.0,0.9988754011786469,98.70134375717058,16,2,200,1,0.9988754011786469,1.308641641198536,10656.081416818757,1.772092406937936,0.10858035221460273,1.0166850497404707,100000000.0,0.19561467570259872,False,0.07687047284774289,-2.565633444374985,0.267387541507134,-1.3190562066220848,0.18273664558986757
NN68,non_normal,1.005,100.0,0.9942130911777889,146.9010814053057,16,2,200,2,0.9997887277189071,1.3528085024423138,110193.93661885604,2.242962202896949,0.09217055483895419,1.0200637938993873,100000000.0,0.18226598493416135,False,0.5009619685021887,-0.6912250919519474,0.06958101754573535,-2.6652634852529506,0.15450682977219002
NN69,non_normal,1.005,100.0,0.9997887277189071,131.46746829247948,16,2,200,3,1.0041658840280687,1.787905942637106,324085.0756764998,3.4732414958885403,0.0791941818133818,1.026572181348691,100000000.0,0.2890173365606855,False,1.4954229462988013,0.4024090740552258,0.12697136113781796,-2.063793720804964,0.5704738841337139
NN70,non_normal,1.005,500.0,0.9988754011786377,315.4271424812846,16,2,200,1,0.9988754011786377,1.7080394957738732,203069.31315678227,2.831442795801941,0.1129763022972706,1.0166850497404707,100000000.0,0.2846793609502115,False,0.42194124301153035,-0.8628892092099911,0.21932315960474055,-1.5172090221815548,0.8113303539876534
NN71,non_normal,1.005,500.0,0.9942130911777857,320.644104833409,16,2,200,2,0.9997887277189111,1.8478446209331643,1394017.5839499782,4.265297808981122,0.057134024843250274,1.0200637938993875,100000000.0,0.33751074974597317,False,0.10780669519318788,-2.227415514892347,0.14603011086450296,-1.9239424397401323,0.2338151785972038
NN72,non_normal,1.005,500.0,0.9997887277189111,274.7313076925726,16,2,200,3,1.0041658840280308,5.726826679010455,13442509.862172948,39.68984630094463,0.7688134047347364,1.1926617164070419,100000000.0,1.025878135756924,True,1000000.0,13.815510557964274,0.24373863069866167,-1.4116588134795542,5.997565440944558e+46
NN73,non_normal,1.005,1000.0,0.9988754011786339,570.8870369279127,16,2,200,1,0.9988754011786339,2.206662688350264,287217.67497163196,5.327552092581405,0.2660816275536827,1.0984677525589888,100000000.0,0.33394273372556216,True,704616.2516254069,13.465408609660757,0.18995436481886327,-1.6609714208346045,1136415.0581242729
NN74,non_normal,1.005,1000.0,0.9942130911777916,657.5777052306696,16,2,200,2,0.9997887277188958,5.004781260720822,24413402.580842394,28.11995117822717,0.7362570384619666,1.1854289116103884,100000000.0,1.253324202488845,True,1000000.0,13.815510557964274,0.2863484849407574,-1.2505457310912866,1.1567996738193184e+64
NN75,non_normal,1.005,1000.0,0.9997887277188958,714.255778375507,16,2,200,3,1.0041658840280308,5.726826679010455,100000000.0,64.91678312699058,0.06906139535870862,1.1926617164070419,100000000.0,1.243326479324006,True,141.97416305482133,4.955645090728134,0.1867496447029611,-1.6779863574986715,34.787000119619144
